site_id,site_name,latitude,longitude,altitude,city,station_name_chinese
2313A,Green Building (out of service 160506),30.6414,117.4808,11,Chizhou ,环保大楼(停运160506)
2314A,Chizhou University,30.6617,117.4697,36,Chizhou ,池州学院
2315A,Pingtian Lake (comparison point),30.6539,117.4974,9,Chizhou ,平天湖(对照点)
2316A,Aofengzi Station,30.9447,118.7581,26,Xuancheng ,鳌峰子站
2317A,Jingting Shanzi Station,30.9742,118.7386,16,Xuancheng ,敬亭山子站
2318A,Development zone sub-station,30.9431,118.7175,38,Xuancheng ,开发区子站
2319A,"Canghou Road, Licheng District",25.442,119.0156,13,Putian ,荔城区仓后路
2320A,Putian  monitoring station,25.4552,119.0018,51,Putian ,莆田市监测站
2321A,Hanjiang District No. 6 Middle School,25.4556,119.1117,15,Putian ,涵江区六中
2322A,Xiuyu District Government,25.3214,119.1015,17,Putian ,秀屿区政府
2323A,Dongzhen reservoir,25.4792,118.981,97,Putian ,东圳水库
2324A,Sansteel,26.2625,117.6211,155,Sanming ,三钢
2325A,Sanming second middle School,26.2708,117.6353,155,Sanming ,三明二中
2326A,Sanyuan District government,26.2378,117.6028,152,Sanming ,三元区政府
2327A,Yangxi,26.3108,117.7275,199,Sanming ,洋溪
2331A,Mandang Mountain,26.6761,118.0966,1203,Nanping ,茫荡山
2332A,Nanping  monitoring station,26.6383,118.1694,107,Nanping ,南平市监测站
2333A,"Nanping Aluminum Co., LTD",26.6514,118.1819,80,Nanping ,南平铝业有限公司
2334A,Nanping No.7 Middle School,26.6272,118.1756,144,Nanping ,南平七中
2335A,Longyan Teachers College,25.1174,117.0181,345,Longyan ,龙岩师专
2336A,Longyan  monitoring station,25.1035,117.0216,357,Longyan ,龙岩市监测站
2337A,Minxi Vocational and Technical College,25.0661,117.0256,337,Longyan ,闽西职业技术学院
2338A,Longyan College,25.0311,117.0151,369,Longyan ,龙岩学院
2339A,Jinhan Reservoir (comparison point),26.6946,119.5001,99,Ningde ,金涵水库(对照点)
2340A,Jiaocheng District Agricultural Machinery Bureau (Closed 20190319),26.6607,119.5202,33,Ningde ,蕉城区农机局(20190319停运)
2341A,Ningde  monitoring station,26.6611,119.5392,5,Ningde ,宁德市监测站
2342A,Wanggang secondary,29.3864,117.3097,57,Jingdezhen ,王岗中学
2343A,Activity center for veteran cadres,29.2958,117.2111,68,Jingdezhen ,老干部活动中心
2344A,Veterinary station,29.2786,117.1983,51,Jingdezhen ,兽医站
2345A,Delta ceramics,29.2647,117.1558,31,Jingdezhen ,台达陶瓷
2346A,Pottery research institute,29.2956,117.2461,34,Jingdezhen ,陶研所
2347A,Wugong Mountain Weather Station (comparison point),27.4948,114.0944,355,Pingxiang ,武功山气象站(对照点)
2348A,Hospital of traditional Chinese medicine,27.6428,113.8381,117,Pingxiang ,中医院
2349A,Municipal garage,27.6231,113.8447,108,Pingxiang ,市政府车库
2350A,Municipal Environmental Protection Bureau,27.6442,113.8686,121,Pingxiang ,市环保局
2351A,Anyuan District Government,27.6178,113.865,125,Pingxiang ,安源区政府
2352A,Beigang (comparison point),27.7758,115.0586,61,Xinyu ,北岗(对照点)
2353A,Feiyu,27.8344,114.9831,57,Xinyu ,飞宇
2354A,Second water works,27.8328,114.9289,57,Xinyu ,第二水厂
2355A,Municipal Meteorological Bureau,27.8036,114.9314,64,Xinyu ,市气象局
2356A,New steel oxygen plant,27.8042,114.9119,84,Xinyu ,新钢氧气厂
2357A,Longhu Mountain,28.095,116.9622,100,Yingtan ,龙虎山
2358A,New monitoring station,28.2642,117.0564,27,Yingtan ,新监测站
2359A,Caiyuan Hotel,28.2403,117.0281,51,Yingtan ,财苑宾馆
2360A,gymnasium,28.2264,117.0222,39,Yingtan ,体育馆
2361A,Mitsukawa water meter,28.2169,116.9983,40,Yingtan ,三川水表
2362A,Tongtian Rock,25.9118,114.9064,118,Ganzhou ,通天岩
2363A,Prefectural party committee,25.8664,114.9367,111,Ganzhou ,地委
2364A,observatory,25.8481,114.9461,121,Ganzhou ,气象台
2365A,Municipal library,25.8333,114.9322,100,Ganzhou ,市图书馆
2366A,Huajian Shoe ,25.8471,114.8905,118,Ganzhou ,华坚鞋城
2367A,Red Sound equipment factory,27.0658,114.9817,68,Ji 'an ,红声器材厂
2368A,Municipal Forest Industry Bureau,27.11,114.9739,60,Ji 'an ,市森林工业局
2369A, environmental monitoring station,27.1311,114.99,63,Ji 'an ,市环境监测站
2370A,Qingyuan District Court,27.0983,115.0075,53,Ji 'an ,青原区法院
2371A,Betel nut water industry (comparison point),27.8036,114.3442,93,Yichun ,槟榔水业(对照点)
2372A,Municipal Bank of China,27.8014,114.3806,102,Yichun ,市中国银行
2373A,Municipal oil company,27.7842,114.3953,108,Yichun ,市石油公司
2374A,Municipal Meteorological Bureau,27.7914,114.3703,116,Yichun ,市气象局
2375A,Municipal Bureau of Radio and Television,27.8072,114.4011,92,Yichun ,市广电局
2376A,Tong Yuan Dang Xi,28.0797,116.2239,33,Fuzhou ,桐源党溪
2377A,Municipal station,27.9883,116.3553,50,Fuzhou ,市站
2378A,Blood prevention station,27.9639,116.3598,53,Fuzhou ,血防站
2379A,Tea picking troupe,28.0005,116.3574,49,Fuzhou ,采茶剧团
2380A,Medical branch,27.9647,116.385,42,Fuzhou ,医学分院
2381A,Baicao Garden (comparison point),28.4569,118.0058,113,Shangrao ,百草园(对照点)
2382A,Municipal monitoring station,28.4459,117.973,80,Shangrao ,市监测站
2383A,Phoenix optics,28.4622,117.9511,75,Shangrao ,凤凰光学
2384A,Development Zone Management Committee (Shutdown 200112),28.4303,117.9033,85,Shangrao ,开发区管委会(停运200112)
2385A,Municipal monitoring station,35.9019,114.17,173,Hebi ,市监测站
2386A, traffic police detachment,35.7511,114.2956,90,Hebi ,市交警支队
2387A,guesthouse,35.7306,114.2878,90,Hebi ,迎宾馆
2388A,Institute of science and technology,35.279,113.926,73,Xinxiang ,科技学院
2389A,Environmental protection west Court,35.31,113.836,74,Xinxiang ,环保西院
2390A,Development zone,35.272,113.884,75,Xinxiang ,开发区
2391A,Dongyuan Environmental Protection,35.303,113.883,74,Xinxiang ,环保东院
2392A,Environmental Protection Agency,35.763,115.031,56,Puyang ,环保局
2393A,紭 Tianwei,35.767,114.9906,56,Puyang ,紭天威
2394A,Oil field transport company,35.7672,115.0628,50,Puyang ,油田运输公司
2395A,Oilfield geophysical exploration company,35.767,115.0772,52,Puyang ,油田物探公司
2396A,Monitoring station,34.0117,113.8331,74,Xuchang ,监测站
2397A,Environmental Protection Agency,34.0314,113.8208,78,Xuchang ,环保局
2398A,Development zone,33.9953,113.7906,69,Xuchang ,开发区
2399A,Three five five factory,33.567,114.056,60,Luohe ,三五一五工厂
2400A,Luohe University,33.568,114.005,66,Luohe ,漯河大学
2401A,Water resources Bureau,33.581,114.014,67,Luohe ,水利局
2402A,Bureau of Radio and Television,33.5653,114.0322,67,Luohe ,广电局
2403A,Environmental Protection Agency,32.9917,112.5192,129,Nanyang ,环保局
2404A,Tile-roofed house,33.0122,112.5224,127,Nanyang ,瓦房庄
2405A,Chinese painting Studio,32.9735,112.5003,127,Nanyang ,汉画馆
2406A,Meteorological station,33.027,112.5573,128,Nanyang ,气象站
2407A,Institute of technology,32.9689,112.5481,120,Nanyang ,理工学院
2408A,Environmental monitoring station,34.4286,115.6697,52,Shangqiu ,环境监测站
2409A,Food bureau,34.429,115.6558,52,Shangqiu ,粮食局
2410A,Suiyang district environmental protection Bureau,34.407,115.6386,50,Shangqiu ,睢阳区环保局
2411A,The Third People's Hospital (20190220 out of service),34.402,115.6578,47,Shangqiu ,第三人民医院(20190220停运)
2420A, a paper factory,32.965,114.018,84,Zhumadian ,市一纸厂　
2421A, color printing factory,33.0069,114.0131,85,Zhumadian ,市彩印厂　
2422A,Tianfang two branch factory,32.996,113.996,90,Zhumadian ,天方二分厂　
2423A,Shen Jiaying,30.2352,115.0625,24,Huangshi ,沈家营
2424A,Chenjiawan,30.2028,115.0767,27,Huangshi ,陈家湾
2425A,New landfall,30.1765,114.9551,40,Huangshi ,新下陆
2426A,Tieshan,30.2043,114.8949,63,Huangshi ,铁山
2427A,Round  Mountain,30.2099,115.0264,77,Huangshi ,团城山
2428A,Wudang Mountain,32.395,111.0419,988,Shiyan ,武当山
2429A,Riverside New Village,32.6494,110.78,272,Shiyan ,滨河新村
2430A,Liujiagou,32.6389,110.7258,299,Shiyan ,刘家沟
2431A,Tie two places,32.5714,110.8839,207,Shiyan ,铁二处
2432A,Xiangcheng Sports Road,32.0197,112.155,73,Xiangyang ,襄城运动路
2433A,"Xinhua Road, Fancheng ",32.0564,112.1392,73,Xiangyang ,樊城新华路
2434A,High-tech management committee,32.1142,112.1825,82,Xiangyang ,高新管委会
2435A,Xiangzhou Air Road,32.0903,112.2106,62,Xiangyang ,襄州航空路
2436A,Municipal government,30.3944,114.8878,25,Ezhou ,市政府
2437A,Zhaojiaba,30.3714,114.8989,29,Ezhou ,赵家坝
2438A,Fankou Development Zone,30.4133,114.8131,23,Ezhou ,凡口开发区
2439A,Chu yuan primary,31.0483,112.2014,90,Jingmen ,竹园小学
2440A,trimmer,30.9892,112.1969,115,Jingmen ,掇刀
2441A,Petrified small,31.0386,112.2211,83,Jingmen ,石化一小
2442A,Municipal government,31.0375,112.1931,95,Jingmen ,市政府
2443A,Wenhua Road,30.9285,113.9153,35,Xiaogan ,文化路
2444A,Dongcheng District,30.9075,113.942,26,Xiaogan ,东城区
2445A,Continental island,30.4522,114.8857,36,Huanggang ,大洲岛
2446A,Staff center,30.4742,114.9028,28,Huanggang ,职工中心
2447A,Forest Park (comparison point),29.8175,114.329,54,Xianning ,森林公园(对照点)
2448A,Municipal Development and Reform Commission,29.8211,114.3231,78,Xianning ,市发改委
2449A,Haman District Government,29.8539,114.2894,31,Xianning ,咸安区政府
2450A,Yangtze River Industrial Park,29.8686,114.3372,43,Xianning ,长江产业园
2451A,Municipal Party school,31.7275,113.3583,72,Suizhou ,市委党校
2452A,Municipal Forestry Bureau,31.6908,113.3833,58,Suizhou ,市林业局
2453A, overpass water plant,31.7308,113.3983,90,Suizhou ,市立交桥水厂
2454A,Hubei People's Hospital,30.2989,109.5039,447,Enshi Prefecture ,湖北民院
2455A,State power corporation,30.2819,109.4689,438,Enshi Prefecture ,州电力总公司
2456A,Former 169 Hospital,26.9089,112.5328,74,Hengyang ,原169医院
2457A,Hengyang Chemical plant,26.9258,112.6194,79,Hengyang ,衡阳化工总厂
2458A,Zhuhui district Environmental Protection Bureau,26.8956,112.6211,70,Hengyang ,珠晖区环保局
2459A,Municipal Party school,26.8733,112.6197,64,Hengyang ,市委党校
2460A,Municipal monitoring station,26.8919,112.6006,80,Hengyang ,市监测站
2461A,Vacuum electromechanical company,26.9056,112.5664,73,Hengyang ,真空机电公司
2462A,Municipal Institute of Soil and Water,27.3033,111.5239,248,Shaoyang ,市水土所
2463A,Municipal No. 1 Middle School,27.2317,111.4733,220,Shaoyang ,市一中
2464A,Municipal chemical plant,27.2582,111.4908,243,Shaoyang ,市化工厂
2465A, cannery,27.2537,111.4503,229,Shaoyang ,市罐头厂
2466A,Municipal Environmental Protection Bureau,27.2272,111.4328,243,Shaoyang ,市环保局
2467A,Ganxi Port,28.6428,112.4067,29,Yiyang ,甘溪港
2468A,Municipal Environmental Protection Bureau,28.5808,112.3458,68,Yiyang ,市环保局
2469A, special education school,28.56,112.3439,66,Yiyang ,市特殊教育学校
2470A,Ziyang District Administration Center,28.6047,112.3347,33,Yiyang ,资阳区政务中心
2471A,Wuchang Ziyang,28.5819,112.3744,42,Yiyang ,赫山环保分局
2472A,Ziyang District Administration Center,25.9061,113.0073,240,Chenzhou ,马头岭
2473A,Ziyang Middle School,25.8226,113.0116,158,Chenzhou ,市职中
2474A,Xinglong Pedestrian Street,25.8179,113.0119,155,Chenzhou ,兴隆步行街
2475A,Municipal audit Bureau,25.8071,113.0383,156,Chenzhou ,市审计局
2476A,Municipal Environmental Protection Bureau,25.7759,113.0348,215,Chenzhou ,市环保局
2477A,Lingling South Jindu,26.2081,111.6217,111,Yongzhou ,零陵南津渡
2478A, environmental monitoring station,26.4214,111.6156,112,Yongzhou ,市环境监测站
2479A,Lingling District Environmental Protection Bureau,26.2331,111.6236,111,Yongzhou ,零陵区环保局
2480A,Yongzhou Environmental Protection Bureau,26.4364,111.5992,115,Yongzhou ,永州市环保局
2481A,Cold beach area Environmental Protection Bureau,26.4519,111.5989,96,Yongzhou ,冷水滩区环保局
2482A,Institute of Forestry,27.5733,109.9333,339,Huaihua ,林科所
2483A,Hexi Local Taxation Bureau,27.5444,109.9453,241,Huaihua ,河西地税局
2484A, No. 4 Hospital,27.5342,109.9792,248,Huaihua ,市四医院
2485A,Monitoring building,27.5578,109.9972,229,Huaihua ,监测楼
2486A,Municipal Party school,27.583,110.0394,246,Huaihua ,市委党校
2487A,Television transmitting station,27.725,111.9975,137,Loudi ,电视发射台
2488A,Municipal monitoring station,27.725,111.9975,137,Loudi ,市监测站
2489A,Municipal Party school,27.7314,112.0194,150,Loudi ,市委党校
2490A,Lianyuan Steel,27.7569,111.9561,108,Loudi ,涟钢
2491A,Municipal government,27.7044,111.9892,108,Loudi ,市政府
2492A,Yuejin reservoir,28.2558,109.6414,250,Xiangxi ,跃进水库
2493A,State government,28.3169,109.7325,203,Xiangxi ,州政府
2494A,Jishou  family planning Bureau,28.2675,109.6958,190,Xiangxi ,吉首市计生局
2495A,Municipal environmental protection,23.4792,111.2897,30,Wuzhou ,市环保
2496A,Wan Gai primary,23.475,111.3178,11,Wuzhou ,云盖小学
2497A,Long Wei,23.415,111.2353,39,Wuzhou ,龙圩
2498A,Long Tan,23.4794,111.26,35,Wuzhou ,龙新
2499A,Chavin,21.6158,108.3411,10,Fangchenggang ,沙万
2500A,Town government,21.7631,108.3511,16,Fangchenggang ,防城镇政府
2501A,Sea garden,21.6414,108.3506,-6,Fangchenggang ,大海花园
2502A,Municipal environmental protection station,21.9667,108.6236,9,Qinzhou ,市环保站
2503A,Municipal Academy of Agricultural Sciences,21.9508,108.6553,13,Qinzhou ,市农科院
2504A,Port area 1,21.7431,108.5989,4,Qinzhou ,港区一小
2505A,Tak Chi senior high,23.1478,109.5681,92,Guigang ,德智高中
2506A,Jiangnan zi Railway Station,23.0672,109.6042,42,Guigang ,江南子站　
2507A,Guicheng Station,23.0944,109.6014,52,Guigang ,贵城子站
2508A,Hoseongzi Station,23.1036,109.5683,46,Guigang ,荷城子站
2509A,Hanshan reservoir,22.7019,110.1106,109,Yulin ,寒山水库
2510A,Municipal monitoring station,22.6411,110.1675,81,Yulin ,市监测站
2511A,Nanjiang No. 1 Middle School,22.6164,110.1433,79,Yulin ,南江一中
2512A,Municipal monitoring station,23.9011,106.6103,145,Bose,市监测站
2513A,The 's central blood bank,23.8844,106.6527,137,Bose,市中心血站
2514A,Environmental protection district,24.4175,111.5269,109,Hezhou ,环保小区
2515A,CPPCC building,24.4072,111.5622,106,Hezhou ,政协大楼
2516A,Dongin Paradise,24.7121,108.2134,332,Hechi ,东仁乐园
2517A,Municipal environmental protection station,24.6928,108.054,272,Hechi ,市环保站
2518A, Center for Disease Control,24.6967,108.1009,191,Hechi ,市疾控中心
2519A,Laibin No. 2 Middle School,23.7208,109.2131,87,Laibin ,来宾二中
2520A,Come to the guest house,23.7369,109.2317,94,Laibin ,来冶招待所
2521A, environmental protection Bureau Jiangzhou branch,22.4137,107.3476,112,Chongzuo ,市环保局江州分局
2522A,Chengnan New District,22.3708,107.3701,129,Chongzuo ,城南新区
2523A,Blackrock slope,32.4535,105.8945,579,Guangyuan ,黑石坡
2524A,Old town,32.4429,105.8242,502,Guangyuan ,老城
2525A,Nanba,32.4246,105.8153,470,Guangyuan ,南坝
2526A,Monitoring station,32.4285,105.8624,483,Guangyuan ,监测站
2527A,Shi Xihao,30.5797,105.7519,468,Suining ,石溪浩
2528A,Municipal monitoring station,30.6133,105.68,325,Suining ,市监测站
2529A,Administrative center,30.6347,105.8161,420,Suining ,行政中心
2530A,Meining Foods,30.475,105.5956,280,Suining ,美宁食品公司
2531A,Municipal monitoring station,29.5953,105.0331,312,Neijiang ,市监测站
2532A,Dongxing District Government,29.5947,105.0717,320,Neijiang ,东兴区政府
2533A,Neijiang No. 2 Middle School,29.5817,105.0653,308,Neijiang ,内江二中
2534A,Neijiang Daily,29.5822,105.0406,326,Neijiang ,内江日报社
2535A,Huahu Bay,29.5467,103.7705,396,Leshan ,花湖湾
2536A,Ox-ear bridge,29.5844,103.7627,374,Leshan ,牛耳桥
2537A, third water plant,29.6007,103.7506,374,Leshan ,市第三水厂
2538A,Municipal monitoring station,29.5634,103.757,401,Leshan ,市监测站
2539A,Toad temple,30.0506,103.8986,471,Meishan ,蟆颐观
2540A,Weather bureau,30.0874,103.8416,417,Meishan ,气象局
2541A,Xuguang community,30.0691,103.8495,413,Meishan ,旭光小区
2542A,Municipal monitoring station,30.062,103.8341,422,Meishan ,市监测站
2543A,Xiao Ping old residence,30.518,106.631,361,Guang 'an ,小平旧居
2544A,Municipal party committee,30.4576,106.6303,303,Guang 'an ,市委
2545A,Friendship secondary,30.4663,106.6271,314,Guang 'an ,友谊中学
2546A,Artificial lake,30.4844,106.6406,268,Guang 'an ,人工湖
2547A,Radio and television Garden,30.4551,106.6388,302,Guang 'an ,广电花园
2548A,Dazhou Vocational and Technical College,31.2797,107.5272,291,Dazhou ,达州职业技术学院
2549A, environmental monitoring station,31.215,107.525,318,Dazhou ,市环境监测站
2550A,Fenghuang community,31.2108,107.4967,366,Dazhou ,凤凰小区
2551A,Da County organ hotel,31.1956,107.5069,293,Dazhou ,达县机关宾馆
2552A,Civic center,31.2058,107.4611,324,Dazhou ,市政中心
2553A,Daxing 526 (comparison point),30.0125,103.009,674,Ya 'an ,大兴526台(对照点)
2554A,Jian 'an Plant,29.9899,103.0013,569,Ya 'an ,建安厂
2555A,Municipal government,29.9834,103.0109,584,Ya 'an ,市政府
2556A,Sichuan Agricultural University,29.9816,103.0001,585,Ya 'an ,川农大
2557A,South Niche Park,31.8475,106.7583,437,Bazhong ,南龛公园
2558A,Municipal Environmental Protection Bureau,31.8711,106.7389,359,Bazhong ,市环保局
2559A,Ba Chung secondary,31.8531,106.7594,369,Bazhong ,巴中中学
2560A,Municipal sixth middle School,31.8456,106.7608,437,Bazhong ,市六中
2561A,Lianhuashan,30.1366,104.6617,413,Ziyang,莲花山
2562A,Ziyang Middle School,30.1506,104.6356,397,Ziyang,资阳中学
2563A,Wuchang Ziyang,30.1377,104.6289,372,Ziyang,四三一厂
2564A,Ziyang District Administration Center,30.1142,104.6469,349,Ziyang,师范校
2565A,Ziyang Middle School,30.1259,104.6294,357,Ziyang,区法院
2566A,State Agricultural Institute,31.9286,102.1755,2596,Aba ,州农科所
2567A,State monitoring station,31.9025,102.2218,2614,Aba ,州监测站
2568A,Jockey school,31.8934,102.2402,2618,Aba ,马师校
2569A,Jiangjun Bridge,30.0506,101.9628,2660,Garzi ,将军桥
2570A,Mizuhashi Ko,30.0475,101.9603,2748,Garzi ,水桥子
2571A,Azure Dragon Temple,27.8094,102.3419,1509,Liangshan ,青龙寺
2572A,Qionghai Hotel,27.8408,102.2714,1602,Liangshan ,邛海宾馆
2573A,Xichang  Government,27.8978,102.2625,1549,Liangshan ,西昌市政府
2574A,Liangshan Prefecture government,27.8847,102.2689,1513,Liangshan ,凉山州政府
2575A,Chang 'an,27.8953,102.2311,1515,Liangshan ,长安
2576A,Kiln top,26.5892,104.8,1811,Liupanshui ,窑上
2577A,Loess slope,26.5917,104.83,1800,Liupanshui ,黄土坡
2578A,Water steel,26.5939,104.89,1893,Liupanshui ,水钢
2579A,Minzhong,26.5894,104.8475,1787,Liupanshui ,民中
2580A,Double water,26.5506,104.9544,1783,Liupanshui ,双水
2581A,Rainbow machine factory school,26.2611,105.9556,1404,Anshun ,虹机厂子校
2582A,Municipal No. 1 Middle School,26.255,105.9278,1391,Anshun ,市一中
2583A,Railway sub-school,26.2358,105.9394,1354,Anshun ,铁路子校
2584A,Longyanzi school,26.2392,105.8853,1423,Anshun ,龙岩子校
2585A,Tongren Health School,27.7297,109.1916,255,Tongren District ,铜仁卫校
2586A,Tongren Seventh Middle School,27.7231,109.1794,269,Tongren District ,铜仁七中
2587A,No. 8 middle school,27.3125,105.2864,1508,Bijie ,八中
2588A,Normal school,27.2944,105.31,1466,Bijie ,师专
2589A,Changba Street,25.0925,104.9022,1276,Qiannan ,场坝街
2590A,Pingdong Avenue,25.0992,104.8811,1258,Qiannan ,坪东大道
2591A, environmental monitoring station,26.5747,107.9783,720,Qiannan ,市环境监测站
2592A,Ma Pojing Primary School,26.572,107.959,733,Qiannan ,马坡井小学
2593A,Xiaowei Village,26.2403,107.5228,784,Qiannan ,小围寨
2594A, environmental monitoring station,25.1081,99.1678,1660,Baoshan ,市环境监测站
2595A,Municipal Environmental Protection Bureau,25.1328,99.1711,1673,Baoshan ,市环保局
2596A,Monitoring station,27.3392,103.7032,1911,Zhaotong ,监测站
2597A,Environmental Protection Agency,27.3361,103.7225,1914,Zhaotong ,环保局
2598A,Southwest suburb,26.8576,100.2143,2384,Lijiang ,西南郊
2599A,Old town of Lijiang,26.8802,100.2497,2388,Lijiang ,丽江古城
2600A,downtown,26.8906,100.2203,2411,Lijiang ,市中心
2601A,Municipal Environmental Protection Bureau,22.7633,100.98,1303,Pu 'er ,市环保局
2602A,Pu 'er No. 2 Middle School,22.8322,100.9817,1337,Pu 'er ,普洱第二中学
2603A,Environmental Protection Agency,23.8822,100.0869,1501,Lincang ,环保局
2604A,Weather bureau,23.8982,100.0782,1483,Lincang ,气象局
2605A,Environmental monitoring station,25.0441,101.5482,1782,Chuxiong ,环境监测站
2606A,Economic development zone,25.0492,101.538,1781,Chuxiong ,经济开发区
2607A,Rain bed,23.4626,103.3113,1285,Red River ,雨过铺
2608A,Sewage treatment plant,23.3993,103.3772,1286,Red River ,污水处理厂
2609A,Monitoring station,23.4168,103.386,1285,Red River ,监测站
2610A,Water resources Bureau,23.3594,104.2533,1253,Wenshan ,水务局
2611A,Convenience service center,23.3892,104.2319,1254,Wenshan ,便民服务中心
2612A,Jiangnan of Jinghong ,22.0019,100.7939,554,Xishuangbanna ,景洪市江南
2613A,"Jiangbei, Jinghong ",22.0225,100.8017,550,Xishuangbanna ,景洪市江北
2614A,Dali  environmental monitoring station,25.7054,100.1542,2012,Dali ,大理市环境监测站
2615A,Dali Ancient ,25.5811,100.2171,1992,Dali ,大理古城
2616A,Dehong monitoring Station,24.428,98.5842,936,Dehong ,德宏监测站
2617A,Mangshi Construction Bureau (closed 200103),24.441,98.578,907,Dehong ,芒市建设局(停运200103)
2618A,Monitoring station,25.8567,98.8601,939,Nujiang ,监测站
2619A,Lushui No. 1 Middle School,25.8417,98.8546,838,Nujiang ,泸水一中
2620A,Old Town (Closed 20180930),27.8136,99.7064,3337,Diqing ,古城（20180930停运）
2621A,Diqing Railway Station,27.8317,99.7056,3280,Diqing ,迪庆站
2622A,Chamdo monitoring Station,31.1278,97.1804,3236,Qamdo ,昌都监测站
2623A,Qamdo dam in Qamdo region,31.1254,97.1809,3310,Qamdo ,昌都地区昌都坝
2624A,Shannan monitoring Station,29.2313,91.7608,3559,Sannan,山南监测站
2625A,Shannan People's Hospital,29.261,91.7706,3556,Sannan,山南人民医院
2626A,Shigatse monitoring station,29.2718,88.8876,3839,Shigatse ,日喀则监测站
2627A,Shigatse Hongda Company,29.2365,88.8931,3838,Shigatse ,日喀则鸿达公司
2628A,Naqu monitoring station,31.4846,92.0657,4510,Nagqu District ,那曲监测站
2629A,Naqu Jiaxing Hospital,31.4733,92.0505,4506,Nagqu District ,那曲嘉兴医院
2630A,Ali monitoring station,32.5,80.1161,4288,Ngari Prefecture,阿里监测站
2631A,Local Party Committee of Ali,32.5039,80.0895,4280,Ngari Prefecture,阿里地委
2632A,Nyingchi monitoring Station,29.6376,94.3681,2987,Nyingchi ,林芝监测站
2633A,Nyingchi People's Hospital,29.6632,94.3616,2996,Nyingchi ,林芝人民医院
2634A,Hanchuan machine tool factory school,33.1842,106.9893,575,Hanzhong ,汉川机床厂子校
2635A,Municipal monitoring station,33.0706,107.0154,513,Hanzhong ,市监测站
2636A,Xinyuan Development Zone,33.1138,107.0089,533,Hanzhong ,鑫源开发区
2637A,Nanzheng Dahe kan water plant,33.0323,107.007,510,Hanzhong ,南郑大河坎水厂
2638A,Hongshixia Forest Park (comparison point),38.3344,109.7414,1143,Yulin ,红石峡森林公园(对照点)
2639A,Century Square,38.2911,109.7456,1062,Yulin ,世纪广场
2640A,Experimental middle school,38.2839,109.7289,1090,Yulin ,实验中学
2641A,Environmental monitoring building,38.2478,109.7336,1077,Yulin ,环保监测大楼
2642A,Xiangxi Cave,32.6778,109.0311,362,Ankang ,香溪洞
2643A,Ankang  monitoring station,32.6939,109.0281,271,Ankang ,安康市监测站
2644A,Hanbin District Procuratorate,32.6975,109.0072,254,Ankang ,汉滨区检察院
2645A,Monitoring station,33.8715,109.9154,705,Shangluo ,监测站
2646A,Donglongshan Meteorological Bureau,33.8509,109.966,700,Shangluo ,东龙山气象局
2647A,Yuyuan Hotel,36.5458,104.1731,1725,Baiyin ,豫源饭店
2648A,Power company,36.5481,104.1731,1725,Baiyin ,动力公司
2649A,Fairy Cliff,34.3469,106.005,1590,Tianshui ,仙人崖
2650A,Progress Lane,34.5814,105.7281,1170,Tianshui ,进步巷
2651A,House of culture,34.5653,105.8614,1089,Tianshui ,文化馆
2652A,Monitoring station,37.9311,102.6219,1532,Wuwei ,监测站
2653A,Thunder Station (190211 out of service),37.9358,102.6469,1518,Wuwei ,雷台(190211停运)
2654A,Monitoring station,38.9467,100.4686,1475,Zhangye ,监测站
2655A,Science and technology commission,38.9389,100.4497,1475,Zhangye ,科委
2656A,Monitoring station,35.5461,106.6692,1370,Pingliang ,监测站
2657A,museum,35.5294,106.7039,1336,Pingliang ,博物馆
2658A,Cangmen Street Station,39.746,98.509,1468,Jiuquan ,仓门街子站
2659A,Fukang home world sub-station,39.7294,98.5023,1479,Jiuquan ,富康家世界子站
2660A,District environmental protection bureau,35.7289,107.6831,1369,Qingyang ,区环保局
2661A,Grain and trade General Corporation,35.5236,107.6406,1293,Qingyang ,粮贸总公司
2662A,Municipal Environmental Protection Bureau,35.7067,107.6364,1406,Qingyang ,市环保局
2663A,Monitoring station (former Grain Bureau),35.5714,104.6228,1926,Dingxi ,监测站（原粮食局）
2664A,Nanfeng Hospitality (former Crane Factory),35.5975,104.6169,1900,Dingxi ,南峰招待所（原起重机厂）
2665A,Solid water son Hanwang town,33.3261,105.0822,936,Longnan ,汉王镇固水子
2666A,Municipal Forestry Bureau,33.376,104.964,1075,Longnan ,市林业局
2667A,Environmental Protection Agency,35.6039,103.2139,1883,Linxia ,环保局
2668A,State Party School,35.5997,103.2064,1891,Linxia ,州委党校
2669A,Monitoring station,35.0003,102.905,2881,Gannan ,监测站
2670A,Pingan County,36.4997,102.1086,2139,Haidong district ,平安县
2671A,Haiyan County Xihai town,36.9639,100.9048,3105,Haibei ,海晏县西海镇
2672A,Tongren county Longwu town,35.5102,102.0199,2484,Huangnan ,同仁县隆务镇
2673A,"Chapcha Town, Gonghe County",36.2866,100.6188,2867,Hainan ,共和县恰卜恰镇
2674A,"Dawu town, Maqin County",34.4714,100.2561,3742,Guoluo ,玛沁县大武镇
2675A,"Jiegu Town, Yushu County",33.0014,97.0,3773,Yushu ,玉树县结古镇
2676A,Delingha ,37.3753,97.3731,2990,Haixi ,德令哈市
2677A,Education park,37.9648,106.1532,1130,Wuzhong ,教育园区
2678A,Senior high school,37.9844,106.2025,1133,Wuzhong ,高级中学
2679A,New District two pumping station,37.9723,106.196,1133,Wuzhong ,新区二泵站
