site_id,site_name,latitude,longitude,altitude,state,county,city,land_use,location_setting,owning_agency,established_date,closed_date,address,zip_code,area_classification
120330018,Pensacola NAS,30.36805,-87.270967,3.1,Florida,Escambia,Pensacola,MOBILE,SUBURBAN,"Florida Dept of Environmental Protection, Northwest District",1980-10-29,,"21 Cunningham St, Pensacola, FL 32508",32508.0,urban-periphery
120330022,120330022,30.544917,-87.216082,0.0,Florida,Escambia,Pensacola,COMMERCIAL,SUBURBAN,"Florida Dept of Environmental Protection, Northwest District",1991-09-19,,"11000 UNIVERSITY PARKWAY, UNIV OF W. FLA",,urban-periphery
120330025,OAKCREST ELEMENTARY,30.437,-87.256,10.0,Florida,Escambia,Pensacola,RESIDENTIAL,URBAN AND CENTER CITY,The Southern Company,1999-01-01,,3565 GRANDVIEW STREET,32505.0,urban-centre
120330026,OLF #8,30.55,-87.376,45.0,Florida,Escambia,Pensacola,RESIDENTIAL,SUBURBAN,The Southern Company,1999-05-01,,5955 FRANK REEDER ROAD,32526.0,urban-periphery
120330027,120330027,30.4678,-87.3316,1.0,Florida,Escambia,Bellview,RESIDENTIAL,SUBURBAN,FDEP Ambient Monitoring Section,2006-11-01,,6270 FENCE ROAD,32526.0,urban-periphery
120330028,120330028,30.4641,-87.3287,33.0,Florida,Escambia,Bellview,RESIDENTIAL,SUBURBAN,FDEP Ambient Monitoring Section,2006-11-01,,5654 SAUFLEY FIELD ROAD,32526.0,urban-periphery
120330029,120330029,30.4594,-87.3285,33.0,Florida,Escambia,Bellview,RESIDENTIAL,SUBURBAN,FDEP Ambient Monitoring Section,2006-11-01,,5824+ DANDELION STREET (BESIDE),32526.0,urban-periphery
120330030,120330030,30.4589,-87.334,33.0,Florida,Escambia,Not in a City,COMMERCIAL,SUBURBAN,FDEP Ambient Monitoring Section,2006-11-01,,6490 SAUFLEY FIELD ROAD,32526.0,urban-periphery
120350004,Flagler,29.489083,-81.276833,7.3,Florida,Flagler,Bunnell,RESIDENTIAL,RURAL,"Florida Dept of Environmental Protection, Northeast District",2011-08-25,,208 Sawgrass Rd,32137.0,rural
120451003,120451003,29.828264,-85.281862,5.0,Florida,Gulf,Port Saint Joe,INDUSTRIAL,SUBURBAN,"Florida Dept of Environmental Protection, Northwest District",1988-03-28,,CITY WATER PLANT ON KENNY'S MILL ROAD,,urban-periphery
120470015,White Springs,30.42659,-82.794715,40.0,Florida,Hamilton,White Springs,INDUSTRIAL,RURAL,"Florida Dept of Environmental Protection, Northeast District",1982-01-01,,"Southeast CR 137, White Springs, FL 32096",32052.0,rural
120470017,White Springs Plant,30.426029,-82.795356,40.0,Florida,Hamilton,Not in a City,INDUSTRIAL,RURAL,Florida Department of Environmental Protection (FDEP),2022-03-14,,16489 SE County Road 137,32096.0,rural
120550003,Archbold Biological Station,27.189215,-81.34035,60.0,Florida,Highlands,Sebring,AGRICULTURAL,RURAL,"Florida Dept of Environmental Protection, South District",2001-06-14,,123 MAIN DRIVE VENUS FL 33960,,rural
120570030,Morrison Ave,27.932244,-82.50954,7.0,Florida,Hillsborough,Tampa,COMMERCIAL,URBAN AND CENTER CITY,Hillsborough County Environmental Protection Commission,1995-05-01,,3910 MORRISON AVE.,,urban-centre
120570066,120570066,27.894469,-82.400927,5.0,Florida,Hillsborough,Ruskin,INDUSTRIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,1972-01-01,,HWY 41 (GIBSONTON),,urban-periphery
120570081,Simmons Park,27.740033,-82.465146,4.0,Florida,Hillsborough,Ruskin,FOREST,RURAL,Hillsborough County Environmental Protection Commission,1973-01-01,,2401 19th Avenue Northwest,33570.0,rural
120570083,Gardinier Park,27.864192,-82.384259,5.0,Florida,Hillsborough,Tampa,INDUSTRIAL,RURAL,Hillsborough County Environmental Protection Commission,1995-04-01,,"6501 RIVERVIEW DR. RIVERVIEW, FL",,rural
120570095,120570095,27.922801,-82.401205,2.0,Florida,Hillsborough,Tampa,COMMERCIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,1982-01-01,,5012 CAUSEWAY BLVD TAMPA FLORIDA,,urban-periphery
120570100,KENLY,27.970328,-82.38005,16.0,Florida,Hillsborough,East Lake-Orient Park,RESIDENTIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,2010-04-01,,2909 N 66TH ST,33619.0,urban-periphery
120570101,NFI Trucking Yard,27.961909,-82.385629,7.0,Florida,Hillsborough,Tampa,INDUSTRIAL,URBAN AND CENTER CITY,Florida Department of Environmental Protection (FDEP),2022-03-06,,2000 N 62nd Street,33619.0,urban-centre
120570109,East Bay,27.854176,-82.383728,0.0,Florida,Hillsborough,Tampa,COMMERCIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,1996-06-01,,"9849 South Highway 41, Tampa, FL 33534",33534.0,urban-periphery
120570110,ONE MILE WEST OF COUNTY RD 39 S. OF SHERIFF WEAPON TRANING FACILITY,27.780815,-82.161928,8.0,Florida,Hillsborough,Not in a city,AGRICULTURAL,RURAL,Hillsborough County Environmental Protection Commission,2001-07-01,,"14063 COUNTY ROAD 39, S. LITHIA FL 33547",,rural
120570113,Munro Street (Near-Road),27.955133,-82.469532,6.0,Florida,Hillsborough,Tampa,RESIDENTIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,2016-02-01,,"1497 N Munro Street, Tampa, FL 33607",33607.0,urban-periphery
120571002,120571002,27.947799,-82.457039,18.0,Florida,Hillsborough,Tampa,COMMERCIAL,URBAN AND CENTER CITY,Hillsborough County Environmental Protection Commission,1966-01-01,,1105 E KENNEDY BLVD,,urban-centre
120571035,Davis Island,27.928356,-82.454539,5.0,Florida,Hillsborough,Tampa,RESIDENTIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,1968-01-01,,"155 Columbia Dr, Tampa FL 33606",,urban-periphery
120571065,USMC Reserve Center (Gandy),27.892523,-82.538429,3.0,Florida,Hillsborough,Tampa,COMMERCIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,1989-09-01,,"5121 Gandy Blvd, Tampa, FL 33611",33611.0,urban-periphery
120571066,CSX Rail Yard,27.960148,-82.381873,15.0,Florida,Hillsborough,Tampa,INDUSTRIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,1990-09-14,,1700 NORTH 66TH STREET,33619.0,urban-periphery
120571070,120571070,27.987798,-82.453984,0.0,Florida,Hillsborough,Tampa,RESIDENTIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,1993-02-04,,4702 CENTRAL AVE. SEMINOLE ADULT DAY SCH,,urban-periphery
120571073,Patent Scaffolding,27.96483,-82.37921,7.0,Florida,Hillsborough,Tampa,COMMERCIAL,URBAN AND CENTER CITY,Hillsborough County Environmental Protection Commission,1997-11-01,,6811 EAST 14TH AVENUE,33619.0,urban-centre
120571075,WHITEWAY DRIVE TAMPA,28.050296,-82.377871,10.0,Florida,Hillsborough,Tampa,RESIDENTIAL,URBAN AND CENTER CITY,Hillsborough County Environmental Protection Commission,1999-01-01,,6700 WHITEWAY DRIVE TAMPA,,urban-centre
120571111,Julian B. Lane Park,27.95555,-82.46714,20.0,Florida,Hillsborough,Tampa,RESIDENTIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,2014-01-01,,601 W. Laurel Street,33607.0,urban-periphery
120572002,120572002,27.968911,-82.278425,20.0,Florida,Hillsborough,Brandon,RESIDENTIAL,SUBURBAN,Hillsborough County Environmental Protection Commission,1983-08-09,,2929 S. KINGSWAY AVENUE,,urban-periphery
120573002,SYDNEY,27.96565,-82.2304,20.0,Florida,Hillsborough,Valrico,RESIDENTIAL,RURAL,Hillsborough County Environmental Protection Commission,2004-01-01,,"1167 N Dover Road, Valrico, FL 33527",33527.0,rural
120590004,Bonifay,30.848611,-85.603889,26.2,Florida,Holmes,Not in a City,COMMERCIAL,RURAL,"Florida Dept of Environmental Protection, Northwest District",1996-09-01,,"1976 Tri County Airport Rd., Bonifay, FL 32425",32425.0,rural
120619991,Indian River Lagoon,27.8492,-80.4554,2.0,Florida,Indian River,Not in a City,FOREST,RURAL,USEPA - Clean Air and Power Division,2001-07-08,,"Sebastian Inlet State Recreation Area, Vero Beach, FL 32963",32963.0,rural
120690001,_OCALA NATIONAL FOREST FIRE CONTROL CENTER,29.108037,-81.632853,2.0,Florida,Lake,Not in a City,FOREST,RURAL,"Florida Dept of Environmental Protection, Central District",1996-08-07,,"HIGHWAY 19, OCALA NATIONAL FOREST",,rural
120690002,Clermont,28.523889,-81.723333,0.0,Florida,Lake,Clermont,RESIDENTIAL,URBAN AND CENTER CITY,"Florida Dept of Environmental Protection, Central District",2000-10-01,,1901 JOHNS LAKE RD,34711.0,urban-centre
120710005,Winkler Pump Station,26.602016,-81.877908,0.0,Florida,Lee,Fort Myers,RESIDENTIAL,SUBURBAN,"Florida Dept of Environmental Protection, South District",1980-01-01,,"1403 Princeton St., Ft. Myers, FL 33901",33901.0,urban-periphery
120712002,Cape Coral - Rotary Park,26.548212,-81.981523,1.0,Florida,Lee,Cape Coral,RESIDENTIAL,SUBURBAN,"Florida Dept of Environmental Protection, South District",2001-05-10,,5505 ROSE GARDEN RD CAPE COREL FL 33914,33914.0,urban-periphery
120713002,Bay Oaks Park,26.449247,-81.939256,2.0,Florida,Lee,Fort Myers Beach,RESIDENTIAL,SUBURBAN,"Florida Dept of Environmental Protection, South District",1995-09-24,,"2731 Oak Street, Ft. Myers Beach, FL 33931",,urban-periphery
120730012,Tallahassee Community College,30.439722,-84.346389,15.9,Florida,Leon,Tallahassee,COMMERCIAL,SUBURBAN,"Florida Dept of Environmental Protection, Northwest District",1998-06-13,,110 CENTURY PARK CIRCLE WEST,32304.0,urban-periphery
120731005,APALACHICOLA NATIONAL FOREST,30.305556,-84.423611,25.6,Florida,Leon,Not in a City,FOREST,RURAL,"Florida Dept of Environmental Protection, Northwest District",1996-04-01,,10703 Bloxham Cutoff Rd,32310.0,rural
120779991,Sumatra,30.1103,-84.9903,14.0,Florida,Liberty,Not in a City,FOREST,RURAL,USEPA - Clean Air and Power Division,1988-12-27,,"Apalachicola National Forest, Bristol, FL 32321",32321.0,rural
120810008,120810008,27.62309,-82.539263,0.0,Florida,Manatee,Not in a city,INDUSTRIAL,RURAL,Manatee County Environmental Management  Department,1966-01-01,,HOLLAND HSE 100 YDS E OF US41 ON B'EYE R,,rural
120810028,Port Manatee DEP,27.638925,-82.547648,1.0,Florida,Manatee,Not in a City,COMMERCIAL,RURAL,Florida Department of Environmental Protection (FDEP),2013-11-16,,1801 Piney Point Road (Site is located in the property of Port Manatee),34221.0,rural
120813002,Port Manatee,27.633089,-82.54593,0.0,Florida,Manatee,Palmetto,INDUSTRIAL,RURAL,Manatee County Environmental Management  Department,1992-04-01,,"1801 Piney Point Rd., Palmetto, FL 34221",,rural
120814012,G.T. BRAY PARK,27.480873,-82.618709,8.0,Florida,Manatee,Bradenton,RESIDENTIAL,URBAN AND CENTER CITY,Manatee County Environmental Management  Department,1999-01-01,,5502 33RD AVE DRIVE W. (G T BRAY PARK),,urban-centre
120814013,39TH STREET SITE,27.449763,-82.522041,8.0,Florida,Manatee,Bradenton,RESIDENTIAL,SUBURBAN,Manatee County Environmental Management  Department,1999-01-01,,5511 39TH STREET EAST,,urban-periphery
120830003,Ocala YMCA,29.170533,-82.100646,10.0,Florida,Marion,Ocala,COMMERCIAL,URBAN AND CENTER CITY,"Florida Dept of Environmental Protection, Central District",1998-05-27,,3200 SE 17TH STREET,,urban-centre
120830004,Marion County Sheriff,29.192754,-82.173149,0.0,Florida,Marion,Ocala,COMMERCIAL,URBAN AND CENTER CITY,"Florida Dept of Environmental Protection, Central District",2000-11-09,,692 NW 30TH AVE,,urban-centre
120850007,Stuart,27.172458,-80.240689,4.1,Florida,Martin,Stuart,COMMERCIAL,URBAN AND CENTER CITY,"Florida Dept of Environmental Protection, Southeast District",2010-06-11,,950 SE MONTEREY RD,34994.0,urban-centre
120860019,PENNSUCO,25.899539,-80.38259,5.0,Florida,Miami-Dade,Miami,,,Miami-Dade County Department of Environmental Resources Management ,1978-01-01,,"14001-14027 N Okeechobee Rd, Hialeah, FL 33018",,unknown
120860020,120860020,25.808709,-80.301995,11.0,Florida,Miami-Dade,Miami,COMMERCIAL,SUBURBAN,Miami-Dade County Department of Environmental Resources Management ,1978-01-01,,7100 NW 36TH ST.,,urban-periphery
120860024,120860024,25.766489,-80.430055,2.0,Florida,Miami-Dade,Not in a city,RESIDENTIAL,SUBURBAN,Miami-Dade County Department of Environmental Resources Management ,1982-01-01,,SR 826 AND S W 4TH STREET,,urban-periphery
120860027,Rosenstiel,25.732878,-80.16175,2.0,Florida,Miami-Dade,Miami,RESIDENTIAL,SUBURBAN,Miami-Dade County Department of Environmental Resources Management ,1984-03-01,,"4600 Rickenbacker Causeway, Miami, FL 33149",33149.0,urban-periphery
120860029,Perdue,25.587327,-80.325922,4.0,Florida,Miami-Dade,Cutler Ridge,FOREST,RURAL,Miami-Dade County Department of Environmental Resources Management ,1985-04-01,,19590 OLD CUTLER RD-PERDUE MED. CENTER,33157.0,rural
120860030,Everglades NP,25.39122,-80.680819,1.0,Florida,Miami-Dade,Not in a City,FOREST,RURAL,National Park Service,1985-05-01,,EVERGLADES NP,33034.0,rural
120860032,120860032,25.87583,-80.2583,2.0,Florida,Miami-Dade,Not in a city,COMMERCIAL,URBAN AND CENTER CITY,Miami-Dade County Department of Environmental Resources Management ,2001-05-13,,"11150 NW 36 AVENUE,MIAMI, FL.",,urban-centre
120860033,Palm Springs Fire Station,25.941944,-80.326389,2.0,Florida,Miami-Dade,Palm Springs North,RESIDENTIAL,SUBURBAN,Miami-Dade County Department of Environmental Resources Management ,2005-04-28,,7700 NW 186 STREET,33015.0,urban-periphery
120860034,KENDALL,25.68333,-80.399722,2.0,Florida,Miami-Dade,Not in a City,RESIDENTIAL,SUBURBAN,Miami-Dade County Department of Environmental Resources Management ,2005-04-27,,"9015 SW 127th Ave, Miami, FL 33186",33186.0,urban-periphery
120860035,Perimeter Road,25.785472,-80.284206,2.44,Florida,Miami-Dade,Miami,COMMERCIAL,URBAN AND CENTER CITY,Florida Department of Environmental Protection (FDEP),2016-12-23,,5600 Perimeter Road,33126.0,urban-centre
120861016,Miami Fire Station,25.794222,-80.215556,4.0,Florida,Miami-Dade,Miami,COMMERCIAL,URBAN AND CENTER CITY,Miami-Dade County Department of Environmental Resources Management ,1978-01-01,,"1200 NW 20th St, Miami, FL 33142",33142.0,urban-centre
120864002,Lab Annex,25.798709,-80.210048,5.0,Florida,Miami-Dade,Miami,COMMERCIAL,URBAN AND CENTER CITY,Miami-Dade County Department of Environmental Resources Management ,1968-01-01,,"864 NW 3rd Street, Miami, FL 33127",33127.0,urban-centre
120866002,Wittkop Park,25.47823,-80.483739,1.0,Florida,Miami-Dade,Homestead,RESIDENTIAL,SUBURBAN,Florida Department of Environmental Protection (FDEP),2023-09-01,,505 NW 9 Street,33030.0,urban-periphery
120871002,120871002,24.581257,-81.74648,7.0,Florida,Monroe,Stock Island,RESIDENTIAL,SUBURBAN,"Florida Dept of Environmental Protection, South District",1998-04-01,,STOCK ISLAND GERALD ADAMS ELEM-JR COLL R,,urban-periphery
120872002,150 FT AWAY FROM THE GULF OF MEXICO,24.712086,-81.098407,12.0,Florida,Monroe,Marathon,RESIDENTIAL,URBAN AND CENTER CITY,"Florida Dept of Environmental Protection, South District",1997-06-30,,2796 OVERSEAS HIGHWAY,,urban-centre
120890005,Fernandina Beach Waste Water treatment plant,30.658552,-81.463168,5.0,Florida,Nassau,Fernandina Beach,INDUSTRIAL,SUBURBAN,"Florida Dept of Environmental Protection, Northeast District",1972-01-01,,"1007 S 5th St, Fernandina Beach, FL 32304",32034.0,urban-periphery
120890010,Yulee,30.62695,-81.535807,1.3,Florida,Nassau,Yulee,COMMERCIAL,SUBURBAN,"Florida Dept of Environmental Protection, Northeast District",2012-12-18,,"96160 Nassau Place, Yulee, FL 32097",32097.0,urban-periphery
120910002,Ft. Walton Beach,30.426533,-86.666217,9.5,Florida,Okaloosa,Fort Walton Beach,COMMERCIAL,SUBURBAN,"Florida Dept of Environmental Protection, Northwest District",2008-12-04,,720 Lovejoy Rd,32548.0,urban-periphery
120910003,Stillwell Park,30.444369,-86.609568,5.48,Florida,Okaloosa,Fort Walton Beach,COMMERCIAL,SUBURBAN,Florida Department of Environmental Protection (FDEP),2023-05-04,,710 Essex Drive,32547.0,urban-periphery
120950007,Sheriff's Office,28.507503,-81.416737,0.0,Florida,Orange,Orlando,COMMERCIAL,SUBURBAN,Orange County Environmental Protection Division,1988-02-15,,2401 W. 33RD ST. (SHERIFF'S DEPT.),,urban-periphery
120950008,Winegard Elementary School,28.45445,-81.381181,0.0,Florida,Orange,Orlando,RESIDENTIAL,SUBURBAN,Orange County Environmental Protection Division,1988-08-30,,"7055 WINEGARD RD., ORLANDO",,urban-periphery
120950009,I-4 Near Road,28.53417,-81.38492,2.6,Florida,Orange,Orlando,INDUSTRIAL,URBAN AND CENTER CITY,Orange County Environmental Protection Division,2016-07-01,,"525 South Division Avenue, Orlando, FL 32805",32805.0,urban-centre
120950010,Skyview,28.453167,-81.397139,27.0,Florida,Orange,Orlando,COMMERCIAL,SUBURBAN,Florida Department of Environmental Protection (FDEP),2020-03-05,,7697 S. Orange Blossom Trail,32809.0,urban-periphery
120950011,Presidents' Drive Near Road,28.446308,-81.417439,29.0,Florida,Orange,Orlando,COMMERCIAL,URBAN AND CENTER CITY,Florida Department of Environmental Protection (FDEP),2024-07-23,,8100 Presidents' Drive,32809.0,urban-centre
120951004,Primrose Ave,28.551112,-81.345347,34.0,Florida,Orange,Orlando,COMMERCIAL,SUBURBAN,Orange County Environmental Protection Division,1973-01-15,,595 N PRIMROSE AVE ORLANDO FLA,,urban-periphery
120951005,Orange Ave.,28.542224,-81.378403,32.0,Florida,Orange,Orlando,COMMERCIAL,URBAN AND CENTER CITY,Orange County Environmental Protection Division,1980-01-01,,NO 1 ORANGE AVE ORLANDO FL,,urban-centre
120952002,WINTER PARK,28.596389,-81.3625,27.0,Florida,Orange,Winter Park,COMMERCIAL,URBAN AND CENTER CITY,Orange County Environmental Protection Division,1976-01-01,,"466 Harper St, Winter Park, FL 32789",32789.0,urban-centre
120972002,Osceola County Fire Station,28.347509,-81.636464,0.0,Florida,Osceola,Kissimmee,COMMERCIAL,SUBURBAN,"Florida Dept of Environmental Protection, Central District",1993-09-01,,"8706 W Irlo Bronson Memorial Hwy (SR 192), Kissimmee, FL 34747",,urban-periphery
120990008,Belle Glade,26.724786,-80.666447,20.0,Florida,Palm Beach,Belle Glade,INDUSTRIAL,RURAL,Palm Beach County Health Department,1990-12-08,,"38754 STATE RD 80, BELLE GLADE",,rural
120990009,Royal Palm Beach,26.730833,-80.233889,2.0,Florida,Palm Beach,Royal Palm Beach,RESIDENTIAL,SUBURBAN,Palm Beach County Health Department,1999-03-01,,980 CRESTWOOD BLVD NORTH,33411.0,urban-periphery
120990020,AG Holley,26.59123,-80.060867,5.0,Florida,Palm Beach,Lantana,RESIDENTIAL,URBAN AND CENTER CITY,Palm Beach County Health Department,2004-08-11,,"1199 LANTANA ROAD,",33462.0,urban-centre
120990021,Lantana Preserve,26.593808,-80.058492,9.0,Florida,Palm Beach,Lantana,INDUSTRIAL,URBAN AND CENTER CITY,Palm Beach County Health Department,2014-07-01,,"968 N 8th Street, Lantana, FL 33462",33462.0,urban-centre
120990022,Lamstein Lane,26.687606,-80.219619,4.78,Florida,Palm Beach,Not in a City,RESIDENTIAL,SUBURBAN,Florida Department of Environmental Protection (FDEP),2019-01-01,,"151 Lamstein Lane, Royal Palm Beach, FL 33411",33411.0,urban-periphery
120991004,Belvedere Road,26.693399,-80.099209,0.0,Florida,Palm Beach,Palm Beach,RESIDENTIAL,SUBURBAN,Palm Beach County Health Department,1977-10-06,,3700 BELEVEDERE ROAD,,urban-periphery
120991008,N. Military Trail Palm Bch,26.700102,-80.101183,8.0,Florida,Palm Beach,West Palm Beach,COMMERCIAL,URBAN AND CENTER CITY,Hillsborough County Health Department,2002-11-08,,1930 MILITARY TRAIL W. PALM BEACH,,urban-centre
120992003,120992003,26.454796,-80.096709,9.0,Florida,Palm Beach,Delray Beach,COMMERCIAL,URBAN AND CENTER CITY,Palm Beach County Health Department,1975-01-01,,"345 S. CONGRESS AVE, DELRAY BEACH",,urban-centre
